Persian,Transliteration
خورش,/khurish/
دوئل,/dū'il/
تفقد,/tafaqqud/
دسی متر,/disīmitr/
خورسند,/khursand/
بچه دان,/bachchidān/
منکوحه,/mankūhih/
آدمیرال,/'ādmīrāl/
آدمیزاد,/'ādamīzād/
دان,/dān/
مراقب,/murāqib/
مراقبت,/murāqibat/
منکوب,/mankūb/
دوش,/dūsh/
سالوسی,/sālūsī/
ورا,/varā/
هشت,/hasht/
ورآمدن,/var[']āmadan/
بام غلتان,/bāmqaltān/
هشتاد,/hashtād/
بامس,/bāmas/
شترخار,/shuturkhār/
تالیم,/tālīyum/
تالیف,/ta'līf/
دولت سرا,/du[w]latsarā/
وغا,/vaqā/
دولت خواه,/du[w]latkhāh/
سرمایه داری,/sarmāyidārī/
سرادار,/sarādār/
لشکرانگیز,/lashkar[']angīz/
زنده پیل,/zindipīl/
زنده به گور,/zindibigūr/
خورده,/khurdih/
راغ,/rāq/
اره,/'arrih/
مریدانه,/murīdānih/
سراحین,/sarāhīn/
لاینقطع,/lāyanqati'/
خوردنی,/khurdanī/
کله سر,/kallisar/
اروند,/'arvand/
کماشیر,/kumāshīr/
کمافی السابق,/kamāfissābiq/
جدیدالابتیاع,/jadīdul'ibtīyā'/
رندآسا,/rind[']āsā/
مجذوم,/majzūm/
هماغوشی,/hamāqūshī/
فروز,/furūz/
بادانگیز,/bād[']angīz/
ملاس,/mi(a)lās/
بادانجیر,/bād[']anjīr/
بازده,/bāzdih/
پارتی,/pārtī/
ملازمت,/mulāzimat/
لاهوره,/lāhūrih/
لاهی,/lāhī/
زیرکی,/zīrakī/
کله شق,/kallishaq[q]/
زیرگاه,/zīrgāh/
ایلاج,/'īlāj/
بالقوه,/bilquvvih/
جنرال,/jinirāl/
مسیح وار,/masīhvār/
بالفعل,/bilfi'l/
مسیحی,/masīhī/
جندی,/jundī/
زیبال,/zībāl/
سالوس,/sālūs/
عدوی,/'advā/
تمجمج,/tamajmuj/
عدومال,/'adūmāl/
بازدم,/bāzdam/
واسرنگیدن,/vāsarangīdan/
پیل مرغ,/pīlmurq/
پیل گوشک,/pīlgūshak/
سرای بان,/sarāybān/
بیدادگری,/bīdādgarī/
لیموناد,/līmūnād/
لیمونیت,/līmū(u)nīt/
سیم گر,/sīmgar/
واستریوشان,/vastrīyūshān/
زردالو,/zardālū/
سنلخ,/sanlakh/
فره وش,/farahvash/
براعت,/barā'at/
نقاره خانه,/naq[q]ārikhānih/
نوازش,/navāzish/
فرهنگی,/farhangī/
حنیف,/hanīf/
چاشنی,/chāshnī/
نقاش,/naqqāsh/
نوازشگر,/navāzishgar/
حنوط,/hu(a)nūt/
قلمدست,/qalamdast/
عصفور,/'usfūr/
ژنگدان,/žangdān/
ژنگله,/žangulih/
منهضم,/munhazim/
مخالف,/mukhālif/
مخالفت,/mukhālifat/
چاشکدان,/chāshakdān/
مفتش,/mufattish/
احدیت,/'ahadīy[y]at/
کمربسته,/kamarbastih/
تحرک,/taharruk/
ادخال,/'idkhāl/
احدی الراحتین,/'ihdarrāhatiyn/
کمرا,/kamrā/
غوات,/quvāt/
گفتار,/guftār/
گفت,/guft/
قریع الدهر,/qarī'uddahr/
باله,/bālih/
چغلی,/chuqulī/
برسان,/barsān/
شکرگزاری,/shukrguzārī/
نغزک,/naqzak/
دربچه,/darbchih/
نغزگفتار,/naqzguftār/
دربت,/durbat/
انقص,/'anqas/
فرجد,/farjad/
آب چر,/'ābchar/
انگم,/'angum/
انقسام,/'inqisām/
ادخار,/'iddikhār/
معمی,/mu'ammā/
غله,/qallih/
انسا,/'insā/
فرمان بر,/farmānbar/
قبره,/qubbarih/
ریش دار,/rīshdār/
فرمان,/farmān/
کلانتری,/kalāntarī/
بیداردلی,/bīdārdilī/
نابجا,/nābijā/
ریشخند,/rīshkhand/
بادام,/bādām/
بادام بن,/bādāmbun/
لعل,/la'l/
ظاهربینی,/zāhirbīnī/
اندرونه,/'andarūnih/
فناخسرو,/fan[n]ākhusru[w]/
رمص,/ramas/
فرخواگ,/farkhāg/
پرستک بد,/parastakbu(a)d/
رمش,/ramish/
تیرکمان,/tīrkamān/
قرابت,/qa(i)rābat/
گاوآهن,/gāv[']āhan/
صنعتی,/san'atī/
گاوآب,/gāv[']āb/
میکروفیلم,/mīkrufīlm/
صنعتگری,/san'atgarī/
فرخو,/farkhu[w]/
خوشه چین,/khūshichīn/
فناتیک,/fa(i)nātīk/
جفر,/jafr/
حرق,/harq/
وزارتخانه,/vizāratkhānih/
بادرم,/bādra(u)m/
چخماخ,/chakhmākh/
خاراندن,/khārāndan/
متسلح,/muta(i)sallih/
چیلانگر,/chīlāngar/
صادقانه,/sādiqānih/
سبحانی,/subhānī/
اصم,/'asam[m]/
اصمام,/'ismām/
الکن,/'alkan/
بغلطاق,/baqaltāq/
الکلیسم,/'alkulīsm/
اعتبار,/'i'tibār/
سران,/sarān/
دست پخت,/dastpukht/
سبحانه وتعالی,/subhānahūvata'ālā/
کوشه,/kūshih/
ورزو,/varzu[w]/
صادق الوعد,/sādiqulva'd/
دادخواست,/dādkhāst/
ایرانیت,/'īrānīt/
قرامطه,/qarāmitih/
کردمند,/kardmand/
کردن,/kardan/
بامداد,/bāmdād/
بامبو,/bāmbu/
افروختن,/'afrūkhtan/
افروخته,/'afrūkhtih/
مرتعش,/murta'ish/
دین داری,/dīndārī/
گوشه گیر,/gūshigīr/
حجره,/hujrih/
چیلان,/chīlān/
دادجویی,/dādjūy(')ī/
دینکرت,/dīnkart/
خارانداز,/khār[']andāz/
پد,/pad/
مقمع,/miqma'/
فرفور,/fa(i)rfu(ū)r/
قتاد,/qatād/
حجران,/hajarān/
نشادر,/nu(i)shādur/
پینکی,/pīnakī/
اطلاعات,/'ittilā'āt/
تجلد,/tajallud/
پیموده,/piymūdih/
اطلاع,/'ittilā'/
چوب دانه,/chūbdānih/
دارالملک,/dārulmulk/
دارالمعلمین,/dārulmu'allimīn/
بوشپاس,/būshpāsh/
سماحت,/samāhat/
سماچه,/samāchih/
ناخواهان,/nākhāhān/
حاشیه نشین,/hāshīyinishīn/
حاشیه نویس,/hāshīyinivīs/
آبخور,/'ābkhur/
درگر,/durgar/
نشاخته,/nishākhtih/
کالوشه,/kālūshih/
تشت,/tasht/
چرخ انداز,/charkh[']andāz/
تاکسی متر,/tāksīmitr/
توام,/tu[w]'am/
ستغفار,/sitiqfār/
توالی,/tavālī/
زره,/zirih/
زروع,/zurū'/
خام سوز,/khāmsūz/
حفاظ,/hifāz/
لندره,/landarih/
مجیز,/majīz/
پلنگ,/palang/
تعلق,/ta'alluq/
ماگنولیا,/māgnulīyā/
واجب,/vājib/
دژگوار,/dužguvār/
چای,/chāy/
تجاهل العارف,/tajāhulul'ārif/
دنگ,/dang/
گرده بان,/gu(a)rdibān/
دژکام,/dužkām/
ضرر,/zarar/
ضربی,/zarbī/
کامیونت,/kām[ī]yū(u)nit/
نزد,/nazd/
کم کاری,/kamkārī/
سبزایوان,/sabzi[']yvān/
وهمن,/vahman/
وهم,/vahm/
گرده,/gardih/
سبزاندرسبز,/sabz[']andarsabz/
نزاهت,/nizāhat/
جزوه دان,/juzvidān/
آکندنی,/'ākandanī/
گنجوی,/ganjavī/
ثعالب,/sa'ālib/
ژنکو,/žinku/
ثعابین,/sa'ābīn/
نقود,/nuqūd/
گوشت خوار,/gūshtkhār/
قمپز,/qumpuz/
گوش ماهی,/gūshmāhī/
گردن فراز,/gardanfarāz/
پای خست,/pāykhast/
گردن شکسته,/gardanshikastih/
قماطر,/qamātir/
بلیل,/balīl/
هراش,/harāsh/
شبگرد,/shabgard/
بلیلانه,/balīlānih/
فبهاالمراد,/fabi(a)halmurād/
تاثم,/ta'assum/
ثانویه,/sānavīy[y]ih/
گوشت تلخ,/gūshttalkh/
هراسیده,/harāsīdih/
فبها,/fabihā/
ترموتراپی,/tirmut[i]rāpī/
شیر یا خط,/shīryākhat/
برات گیر,/barātgīr/
حماسه سرا,/hi(a)māsisa(u)rā/
صومعه دار,/su[w]mi'idār/
شناسیدن,/shināsīdan/
ماتریس,/mātrīs/
رستخیز,/rast[a]khīz/
بیوس,/ba(ī)yūs/
گوش به زنگ,/gūshbizang/
اشتقاق,/'ishtiqāq/
جشنگاه,/jashngāh/
قینه,/qaynih/
رستگار,/rast[i]gār/
قاشق زنی,/qāshuqzanī/
قیمه,/qiymih/
قاشقک,/qāshuqak/
عمره,/'umrih/
پت,/pat/
پیک نیک,/pīknīk/
پی کنی,/piykanī/
میزان الحراره,/mīzānulharārih/
جسمانی,/jismānī/
جسمی,/jasmī/
میزان الرطوبه,/mīzānurrutūbih/
چاق,/chāq/
گر,/gar/
چاقاچاق,/chāqāchāq/
آبتابه,/'ābtābih/
طبیعت,/tabī'at/
ناکامی,/nākāmī/
شورمور,/shūrmūr/
طبیخ,/tabīkh/
ترش رو,/turshrū/
صحیح المزاج,/sahīhulmi(a)zāj/
نیم رو,/nīmrū/
پای,/pāy/
تعطیل,/ta'tīl/
چپر,/chapar/
پیچ خورده,/pīchkhurdih/
غفه,/quf[f]ih/
پیچش,/pīchish/
ربیب,/rabīb/
القاب,/'alqāb/
پیروزاختر,/pīrūz[']akhtar/
مواجهه,/muvājihih/
مواجه,/muvājih/
ربی,/rabbī/
مال الاجاره,/mālul'ijārih/
مال التجاره,/māluttijārih/
ضجور,/zajūr/
بازگردان,/bāzgardān/
آسینه,/'āsīnih/
بازگرداندن,/bāzgardandan/
شپ شپ,/shapshap/
ستم آمیز,/sitam[']āmīz/
دارالضیافه,/dāruzzīyāfih/
ستم آباد,/sitam[']ābād/
دارالضرب,/dāruzzarb/
ذیل,/ziyl/
احمقانه,/'ahmaqānih/
شلغم,/shalqam/
یک رکابی,/yikrikābī/
زهزاد,/zihzād/
رکورد,/rikurd/
دروند,/darvand/
رکوع,/rukū'/
کریه المنظر,/karīhulmanzar/
توفر,/tavaffur/
ذی قیمت,/zīqiymat/
احمق,/'ahmaq/
شپشاپ,/shapshāp/
گره بر,/girihbur/
متیل,/mitīl/
گره,/girih/
متیقن,/mutayaqqan/
کاش,/kāsh/
صیدافکن,/siyd[']afkan/
آتشی,/'ātashī/
کاسه نبات,/kāsinabāt/
چپ دست,/chapdast/
دجاج,/dajāj/
صیدبند,/siydband/
سرازیری,/sarāzīrī/
کویج,/ku(i)vīj/
مازح,/māzih/
جبران,/jubrān/
اثیم,/'asīm/
حتی,/hattā/
جبرائیل,/jibrā'īl/
حتی الامکان,/hattal'imkān/
مازریون,/māzaryūn/
نیمکره,/nīmkurih/
اهوا,/'ahvā/
اهنود,/'ahunvad/
ملول,/malūl/
نیمکت,/nīmkat/
رکتوم,/riktum/
رکز,/rakz/
میهمان,/mīhmān/
متفنن,/muti(a)fannin/
اسروشنی,/'usrūshanī/
همباز,/hambāz/
رشک,/rashk/
اسروش,/'usrūsh/
میوه نیام,/mīvinīyām/
اعیاد,/'a'yād/
فوطه,/fūtih/
عور,/'avar/
متقابل,/muti(a)qābil/
اوصاف,/'u[w]sāf/
جادومنش,/jādūmanish/
ترساندن,/tarsāndan/
غامض,/qāmiz/
تلخ کام,/talkhkām/
عودسوز,/'ūdsūz/
خبه,/khabih/
خبوک,/khabūk/
پرهازه,/parhāzih/
چارزانو,/chārzānū/
زنویه,/zanūyih/
الفنج,/'alfanj/
گذاشتن,/guzāshtan/
باس,/ba's/
کانگورو,/kāngu[ū]ru[ū]/
کانوا,/kāmvā/
مرجوع,/marjū'/
محارم,/mahārim/
شامخه,/shāmikhih/
محاریب,/mahārīb/
مرجوح,/marjūh/
سبک ب,
پنج گانه,/panjgānih/
تسلم,/tasallum/
سبک بال,/sabukbāl/
ایغر,/'i(a)yqar/
لجلاج,/lajlāj/
ایغال,/'īqāl/
پنج گان,/panjgān/
قصه پرداز,/qissipardāz/
خانواده,/khānivādih/
فقاعی,/fuq[q]ā'ī/
جست,/jast/
جسامت,/jasāmat/
هم شکل,/hamshi(a)kl/
هم شان,/hamsha'n/
ازا,/'izā/
ضرایح,/zarāyih/
باردیچ,/bārdīch/
رایگان خوار,/rāy[i]gānkhār/
طفشیر,/tafshīr/
ضرایب,/zarāyib/
بالنده,/bālandih/
خودنویس,/khudnivīs/
روناس,/rū(u)nās/
بادیه پیما,/bādīyipiymā/
بالنتیجه,/binnatījih/
بلاذر,/balāzur/
فراید,/farāyid/
فرایافت,/farāyāft/
ترانزیت,/tirānzīt/
چهل منار,/chihilmi(a)nār/
احدب,/'ahdab/
سیی,/sayyi'/
حباب,/hubāb/
واجب الاطاعه,/vājibul'itā'ih/
سیه نامه,/sīyahnāmih/
عنبری,/'ambarī/
مطبعه,/matba'ih/
کوفت,/kūft/
مطبخی,/matbakhī/
حب,/hab[b]/
کنجیده,/kunjīdih/
شرطه,/shurtih/
عنبرماهی,/'ambarmāhī/
رایع,/rāyi'/
ساسون,/sāsun/
مجیب الدعوات,/mujībudda'avāt/
مرداوژن,/mard[']u[w]žan/
نفسانی,/nafsānī/
دادخواهی,/dādkāhī/
ساسم,/sāsim/
داددبیره,/dāddabīrih/
بارسالار,/bārsālār/
پیزی,/pīzī/
گروش,/giravish/
هم گروه,/hamgurūh/
شاه سپرم,/shāhisparam/
همگنان,/hamginān/
گروگان,/giru[w]gān/
غرورآمیز,/qurūr[']āmīz/
غرور,/qurūr/
راحت الحلقوم,/rāhatulhulqūm/
سبک خیز,/sabukkhīz/
عبارت آرا,/'ibārat[']ārā/
شاه سپرغم,"/shāhisparqam, shāhisparaqm/"
صما,/sammā/
بدطینت,/badtīnat/
دانشکده,/dānishkadih/
وهابیه,/vahhābīy[y]ih/
دانشگاه,/dānishgāh/
ربوبیت,/rubūbīy[y]at/
چکمه,/chakmih/
تاجیل,/ta'jīl/
لم یزل,/lamyazal/
بج,/buj/
حافظه,/hāfizih/
سپیدرخ,/sipīdrukh/
حافل,/hāfil/
بثور,/busūr/
حفار,/haffār/
کرده کار,/kardikār/
کرده,/kardih/
لنگه,/lingih/
مهتابی,/mahtābī/
پام,/pām/
مهتابگون,/mahtābgūn/
لنگوته,/lungūtih/
برین,/barīn/
نعمان,/nu'mān/
پالئولیتیک,/pāli'ulītīk/
پدراندر,/pidar[']andar/
الگو,/'ulgū/
قلب,/qalb/
قلب الاسد,/qalbul'asad/
الکی,/'alakī/
مجهول النسب,/majhūlunnasab/
چوب پا,/chūbpā/
گوشیدن,/gūshīdan/
مجهول المکان,/majhūlulmakān/
سیویل,/sīvīl/
سیوف,/suyūf/
کوکا,/ku(ū)kā/
چوب بست,/chūbbast/
سربه سر,/sarbisar/
باد دست,/bāddast/
کوک,/kūk/
آنارشی,/'ānārshī/
گوشی,/gūshī/
مرتد,/murtad[d]/
مرتجی,/murtajī/
باد دار,/bāddār/
قلع,/qal'/
ظفر,/zafar/
علیه ماعلیه,/'ali(a)yhimā'ali(a)yh[i]/
مشاهیر,/mashāhīr/
علی هذا,/'alāhāzā/
ضعیف البنیه,/za'īfulbunyih/
مشاهره,/mushāhirih/
بازچیدن,/bāzchīdan/
ضعیف,/za'īf/
گدازه,/gudāzih/
مجلس گاه,/majlisgāh/
نئون,/ni'un/
پاک مغز,/pākmaqz/
فراخ بال,/farākhbāl/
سگ جان,/sagjān/
زدوده,/zu(i)dūdih/
پاکلاغی,/pākalāqī/
سگ توله,/sagtūlih/
باب الابواب,/bābul'abvāb/
خصیتین,/khusyatiyn/
آمایش,/'āmāyish/
خصیب,/khasīb/
آماینده,/'āmāyandih/
علیم,/'alīm/
ظلمت,/zulmat/
علیل,/'alīl/
دیپلمات,/dīplumāt/
جامع,/jāmi'/
دیپلم,/dīplum/
شجره,/shajarih/
جامدادی,/jamidādī/
عطارد,"/'atārud, 'utārid/"
استمطار,/'istimtār/
رستار,/rastār/
مخمس,/mukhammas/
استمگر,/'istamgar/
شالنگی,/shālangī/
غنچه وار,/qunchivār/
ریان,/rayyān/
چفته پشت,/chaftipusht/
شالنگ,/shālang/
چفته,/chaftih/
ریب,/riyb/
کیفیت,/kiyfīy[y]at/
کیفیات,/kiyfīy[y]āt/
کمینه,/kamīnih/
گزندگی,/gazandigī/
غدوات,/qadavāt/
غدو,/qadv/
رین,/riyn/
سیاه سار,/sīyāhsār/
مطال,/mitāl/
متطبب,/mutatabbib/
مرداد,/murdād/
مطاف,/matāf/
سیاه زخم,/sīyāhzakhm/
آگور,/'āgūr/
متعاون,/muta'āvin/
مردادگان,/murdādgān/
پرهول,/purhu[w]l/
آرمان گرا,/'ārmāngi(a)rā/
گهبد,/gahbu(a)d/
جهات,/ja(i)hāt/
تخلیف,/takhlīf/
سزیده,/si(a)zīdih/
جهابذه,/jahābizih/
گزستان,/gazistān/
ناهب,/nāhib/
چکنه,/chikanih/
تخلیع,/takhlī'/
چکوچ,/chakūch/
اسقوردیون,/'asqūrdīyūn/
شکیل,/shakīl/
موشک,/mūshak/
هندوئیسم,/hindu(ū)'īzm/
چندین,/chandīn/
هندویانه,/hinduvīyānih/
فردان,/fardān/
فردایی,/fardāy(')ī/
موش خرما,/mūshkhurmā/
خاسر,/khāsir/
بازکشیدن,/bāzki(a)shīdan/
لویش,/lavīsh/
مرج,/marj/
بدرود,/bidrūd/
بازکردن,/bāzkardan/
مرجاس,/mirjās/
خاسته,/khāstih/
سالیانه,/sālīyānih/
منصرم,/munsarim/
مدنی,/madanī/
تجاوز,/tajāvuz/
ریز,/rīz/
بلندنوا,/bulandnavā/
تجاوب,/tajāvub/
باریتون,/bārītun/
جوگک,/jūgak/
شکرپنیر,/shikarpanīr/
دودل,/dudil/
قلمبه,/qulumbih/
شکرپاره,/shikarpārih/
محصنات,/muhsanāt/
حیرت,/hiyrat/
حبر,/ha(i)br/
روزبه,/rūzbih/
حیران,/hiyrān/
روزبان,/rūzbān/
احکم الحاکمین,/'ahkamulhākimīn/
پینو,/pīnū/
شهلا,/shahlā/
بارهنگ,/bārhang/
ایلاف,/'īlāf/
پینگ پونگ,/pīngpung/
شکیفتن,/sha(i)kīftan/
ستم کیش,/sitamkīsh/
پایکار,/pāykār/
ستمگر,/sitamgar/
حجرالاسود,/hajarul'asvad/
شعرباف,/sha'rbāf/
خواستگاری,/khāst[i]gārī/
خواستگار,/khāst[i]gār/
آب شناس,/'ābshinās/
برفنج,/barfanj/
برفک,/barfak/
پرهوس,/purhavas/
ملهم,/mulham/
نفایس,/nafāy(')is/
مله,/malih/
پرآمدوشد,/pur[']āmadushud/
پرهود,/parhūd/
مبانی,/mabānī/
پرآفت,/pur[']āfat/
مباهات,/mubāhāt/
واحسرتا,/vāhasratā/
اشگفت,/'ishgift/
واحزن,/vāhazan/
هله,/halih/
مدحه سرا,/madīhisu(a)rā/
حزان,/huzzān/
اللهیار,/'allāhyār/
اللـه وردی,/'allāhvirdī/
مهابت,/mahābat/
دل چسب,/dilchasb/
هال,/hāl/
دلجویی,/diljūy(')ī/
حزام,/hizām/
نگاری,/nigārī/
کله منار,/kallima(i)nār/
دادر,/dādar/
تزین,/tazayyun/
ریاضی,/rīyāzī/
ریاکار,/rīyākār/
بلاچین,/balāchīn/
الوا,/'alvā/
الواح,/'alvāh/
آب دستان,/'ābdastān/
آب کور,/'ābkūr/
آب دستی,/'ābdastī/
مکرر,/mukarrar/
طیبه,/tayyibih/
طیبین,/tayyibīn/
یپنلو,/yapunlū/
اسپهبد,/'ispahbu(a)d/
بدخواهی,/badkhāhī/
اکسل,/'aksil/
اسپید,/'ispīd/
عاصف,/'āsif/
استحاله,/'istihālih/
آمیغ,/'āmīq/
اکسپوزیسیون,/'ikspuzīsīyun/
آمیغدن,/'āmīqdan/
استحباب,/'istihbāb/
افراخ,/'afrākh/
بدخواه,/badkhāh/
سودجو,/sūdjū/
توپوگرافی,/tupug[i]rāfī/
یکدلی,/yikdilī/
یکدل,/yikdil/
کرومانیون,/ku(i)rumān[ī]yun/
پدمه,/padmih/
استهانت,/'istihānat/
کروماتین,/ku(i)rumātīn/
استه,/'astih/
پدرود,/pidrūd/
تسطیح,/tastīh/
داروینیست,/dārvīnīst/
نوشاندن,/nūshāndan/
نساک,/nussāk/
عرق جوش,/'araqjūsh/
داروینیسم,/dārvīnīsm/
عرق چین,/'araqchīn/
نوشادر,/nūshādur/
مضطرب,/muztarib/
رنج بردار,/ranjburdār/
پاسیده,/pāsīdih/
چیغ,/chīq/
عطرآمیز,/'a(i)tr[']āmīz/
اندیشه گر,/'andīshigar/
تعقید,/ta'qīd/
سودپرست,/sūdparast/
غمناک,/qamnāk/
لیچ,/līch/
یبوست,/yubūsat/
غمگینی,/qamgīnī/
فیضان,/fayazān/
ایمن,/'a(i)yman/
مرزوبوم,/marzubūm/
مسرف,/musrif/
شارشک,/shārashk/
قلنبه,/qulumbih/
پس افت,/pas[']uft/
منجوق,/mu(a)njūq/
پس افتاده,/pas[']uftādih/
قصب,/qasab/
چلالی,/chilālī/
منجنیق,/manjanīq/
ائمه,/'a'immih/
قلمه,/qalamih/
نیل,/niyl/
کارامل,/caramil/
برزک,/barzak/
زنده دل,/zindidil/
کاندران,/kandarān/
کاندر,/kandar/
کاراوژول,/kār[']avžūl/
سبوکش,/sabūki(a)sh/
سبوسه,/sa(u)būsih/
بهیار,/bihyār/
پذرفتگار,/pa(i)zruftgār/
صوارم,/savārim/
عیان,/'ayān/
زایچه,/zāychih/
عیالوار,/'ayālvār/
پذرفتگاری,/pa(i)zruftkārī/
قرقره,/qarqarih/
صواحب,/savāhib/
دارچین,/dārchīn/
دارتوک,/dārtūk/
نازعات,/nāzi'āt/
تر,/tar/
نازش,/nāzish/
سونش,/sūnish/
سونداژ,/sundāž/
نوج,/nūj/
جهان افروز,/jahān[']afrūz/
نوترون,/nutrun/
جهانبان,/jahānbān/
مذاکره,/muzākirih/
کلیزه,/kalīzih/
شر,/shar[r]/
رل,/rul/
کژراهی,/kažrāhī/
رگه,/ragih/
هرزه درای,/harzidarāy/
رفتن,/raftan/
تابان,/tābān/
پلاسین,/pa(i)lāsīn/
فارنهایت,/fārinhāyt/
کندی,/kundī/
خصوصی,/khusūsī/
پروفیل,/pu(i)rufīl/
خصوصا,/khusūsan/
کنده گری,/kandigarī/
پلاسیده,/pa(i)lāsīdih/
گوشه گزینی,/gūshiguzīnī/
گوشه گزین,/gūshiguzīn/
شافعی,/shāfi'ī/
دزد,/duzd/
شافع,/shāfi'/
ژد,/žad/
رشته,/rishtih/
یربوع,/yarbū'/
میسره,/miysarih/
مولنجه,/mūlanjih/
نیکوتین,/nīkutīn/
لعلین,/la'līn/
شدق,/shi(a)dq/
شدکار,/shu(a)dkār/
نیکو,/nīkū/
پروفسور,"/pur[u]fusur, pir[u]fisur/"
ژخار,/žakhār/
پرگهر,/purguhar/
دیوانه وار,/dīvānivār/
مادرغر,/mādarqar/
فارندیدن,/fārandīdan/
دیوانه وش,/dīvānivash/
رازدار,/rāzdār/
آجودان,/'ājūdān/
مباینت,/mubāyinat/
اوساط,/'u[w]sāt/
دل آزار,/dil[']āzār/
مضغ,/mazq/
مضغه,/muzqih/
نامساعد,/nāmusā'id/
اوساخ,/'u[w]sākh/
انبوه,/'ambūh/
نامزد,/nāmzad/
شب کاری,/shabkārī/
نوش آفرین,/nūsh[']āfarīn/
نوش,/nūsh/
ثابت عزم,/sābit'azm/
شب کار,/shabkār/
ناشکر,/nāshukr/
دل,/dil/
غک,/qa(u)k/
ناشزه,/nāshizih/
شداید,/shadāy(')id/
ناگزران,/nāguzirān/
فنر,/fanar/
شدالرحال,/shaddurrihāl/
دارالمجانین,/dārulmajānīn/
قراضه,/qurāzih/
دارالکتب,/dārulkutub/
مردوار,/mardvār/
تکبر,/takabbur/
مردود,/mardūd/
پیوند,/piyvand/
زر,/zar/
اصل پاک,/'aslpāk/
اصلان,/'aslān/
پیوگانی,/payūgānī/
پادری,/pādarī/
بزیشه,/ba(u)zīshih/
بزیدن,/bazīdan/
انابت,/'inābat/
پادرهوا,/pādarhavā/
زده,/zadih/
مطر,/matar/
نصح,/na(u)sh/
چربک,/charbak/
طبلک,/tablak/
متحول,/muti(a)havvil/
هندبید,/hindbīd/
فراشتن,/farāshtan/
بشنیز,/bashnīz/
نصحا,/nusahā/
گردآوری,/gird[']āvarī/
گردا,/gardā/
مخوف,/makhūf/
پانیذ,/pānīz/
جفان,/jifān/
سین,/sīn/
جف القلم,/jaffa(u)lqalam/
تحضیر,/tahzīr/
آنوفل,/'ānufil/
تحضیض,/tahzīz/
کپک,/kapak/
پوسیدن,/pūsīdan/
پوسیدگی,/pūsīdigī/
طالبی,/tālibī/
گچه,/gach[ch]ih/
سینجر,/sayanjar/
مخنوق,/makhnūq/
تضامن,/tazāmun/
کارخانه,/kārkhānih/
حسنات,/hasanāt/
استخفاف,/'istikhfāf/
عظیم,/'azīm/
عطار,/'attār/
پتگر,/patgar/
صابون پزخانه,/sābūnpazkhānih/
شعشعان,/sha'sha'ān/
واگفتن,/vāguftan/
پایگاه,/pāygāh/
کلاش,/kalāsh/
متبرک,/muti(a)barrik/
پای کوبی,/pāykūbī/
پایرنج,/pāyranj/
کلاشکن,/kalāshkan/
عابس,/'ābis/
متبرع,/mutabarri'/
پاییز,/pāy(')īz/
محکم,/muhkam/
صابون پزی,/sābūnpazī/
محکمات,/muhkamāt/
جودانه,/ju[w]dānih/
استخبار,/'istikhbār/
النگ,/'ulang/
آرد,/'ārd/
آرخالق,/'ārkhāluq/
گل غنده,/gulqu(a)ndih/
آبلوج,/'āblūj/
پوره,/pūrih/
پوز,/pūz/
وشاح,/vishāh/
جنس,/jins/
آب لمبو,/'āblambū/
شاهانه,/shāhānih/
دشمن شکر,/dushmanshikar/
دشمن رو,/dushmanrū/
شرربار,/shararbār/
شاه انجیر,/shāh[']anjīr/
نواجسته,/navājastih/
ارومی,/'urūmī/
ناداشتی,/nādāshtī/
شررفشان,/shararafishān/
گازرشوی,/gāzurshūy/
پاییدن,/pāy(')īdan/
مات,/māt/
معدل,/mu'addal/
لؤلؤسنج,/lu'lu'sanj/
چغاز,/chaqāz/
معدل النهار,/mu'addilunnahār/
دیوث,/dayyūs/
چشنده,/chi(a)shandih/
سامک,/sāmik/
گلرنگ,/gulrang/
گل رخ,/gulrukh/
تتو,/tatu(ū)/
تثاقل,/tasāqul/
آذرنگی,/'āzarangī/
ذراریح,/zarārīh/
اندوزنده,/'andūzandih/
مطبخ,/matbakh/
ملتبس,/multabas/
گستی,/gastī/
دکل,/dakal/
حق الزحمه,/haqquzzahmih/
مطب,/matab[b]/
گسته,/gastih/
حق التولیه,/haqquttu[w]līyih/
اندوز,/'andūz/
خوش حساب,/khushhisāb/
خجاره,/khujārih/
منافسه,/munāfisih/
دکستروز,/dikstiruz/
آکل,/'ākil/
سفالت,/safālat/
پت پت,/pitpit/
پتانسیل,/putānsīyil/
برزگری,/barzigarī/
حیه,/hayyih/
آکفت,/'ākuft/
منافره,/munāfirih/
کشتی گیری,/kushtīgīrī/
نان پاره,/nānpārih/
علت العلل,/'illatul'ilal/
سکونت,/sukūnat/
علت,/'illat/
شرود,/sharūd/
محسود,/mahsūd/
فارقه,/fāriqih/
شروح,/shurūh/
غرتشن,/qurtashan/
سجستانی,/sajistānī/
کشتی گیر,/kushtīgīr/
میکروبیولوژی,/mīkrubīyulužī/
نان پز,/nānpaz/
رقوم,/ruqūm/
محسوب,/mahsūb/
رقود,/ruqūd/
گلوله باران,/gulūlibārān/
جاسر,/jāsir/
مته,/mat[t]ih/
متوازن,/muti(a)vāzin/
جانب دار,/jānibdār/
زرقه,/zurqih/
متهاجم,/mutahājim/
متوازی,/muti(a)vāzī/
زرقا,/zarqā/
برنز,/burunz/
برنس,/burnus/
اندخسیدن,/'andakhsīdan/
آسایش جو,/'āsāyishjū/
لاله وشان,/lālivashān/
روشن نهاد,/ru[w]shannahād/
مصف,/masaf[f]/
